"UNIT NUMBER","total_predicted_cost","total_actual_cost","avg_repair_duration","work_order_count","last_service_date","strategy","estimated_savings"
"11700640",3022.68477789138,1852.457862,12.8571428571429,7,8-06-24,"Keep as-it is",0
"11700641",2852.11756163191,2960.820409,12.4,5,9-12-24,"Keep as-it is",0
"11700643",5111.65384301619,4910.400851,27.6363636363636,11,12-10-24,"Monitor Closely",511.165384301619
"11700645",2160.62189571294,5709.399198,37.2,5,10-07-24,"Monitor Closely",216.062189571294
"11700646",6764.54094832733,11426.377197,63.6363636363636,11,12-03-24,"Consider Replacement",1691.13523708183
"11700648",3605.96728914942,2110.799346,27.1111111111111,9,10-07-24,"Monitor Closely",360.596728914942
"11700649",9119.97670536377,11759.180614,164.4,10,9-03-24,"Consider Replacement",2279.99417634094
"11700650",5866.6580178564,7362.707108,22.1818181818182,11,9-03-24,"Monitor Closely",586.66580178564
"11702309",5518.51872934333,2421.25025,35.3333333333333,12,12-06-24,"Monitor Closely",551.851872934333
"11702340",5013.9572038844,3780.583868,7.5,16,11-11-24,"Monitor Closely",501.39572038844
"11702387",830.680926159794,856.005939,51,3,9-04-24,"Monitor Closely",83.0680926159794
"11702388",3696.62231752794,2646.852925,148.666666666667,9,12-10-24,"Monitor Closely",369.662231752794
"11702389",1167.17597367055,750.635278,3.875,8,12-02-24,"Keep as-it is",0
"11800004",5665.03970309799,4886.140206,6,5,6-11-24,"Monitor Closely",566.503970309799
"11800026",5052.79545045276,3329.042158,3,10,11-05-24,"Monitor Closely",505.279545045276
"11800029",901.090493834627,631.118582,0,2,12-10-24,"Keep as-it is",0
"11800030",9288.20703778185,19871.130881,1.10714285714286,28,10-11-24,"Monitor Closely",928.820703778185
"11800032",4917.15458402802,3421.751973,7.5,8,5-07-24,"Monitor Closely",491.715458402802
"11800033",12724.508007058,14214.208978,27.0714285714286,28,12-10-24,"Monitor Closely",1272.4508007058
"11800034",10437.7463216088,8646.759966,12.6818181818182,22,11-06-24,"Monitor Closely",1043.77463216088
"11800035",2763.61403299919,5128.959734,17.8,5,9-03-24,"Keep as-it is",0
"11800037",5187.56908157161,11172.50798,0,15,12-05-24,"Monitor Closely",518.756908157161
"11800050",12493.9178425554,14570.746565935,46,8,10-07-24,"Monitor Closely",1249.39178425554
"11800052",3305.532964855,2875.181922,43.75,16,10-11-24,"Monitor Closely",330.5532964855
"11800053",1394.62735662723,1952.163709,53.5,4,10-03-24,"Monitor Closely",139.462735662723
"11800054",3576.17370817004,2714.423497,0,9,12-11-24,"Monitor Closely",357.617370817004
"11800055",1213.66968350132,2580.393875,57.4444444444444,9,12-10-24,"Monitor Closely",121.366968350132
"11800100",2332.07610899887,2600.733089,45.1666666666667,6,9-12-24,"Monitor Closely",233.207610899887
"11800101",2611.72116468537,4438.721432,30.5,8,11-06-24,"Monitor Closely",261.172116468537
"11800102",1913.15361301443,2458.892076,3.875,8,9-10-24,"Keep as-it is",0
"11800103",2340.4647820048,3314.502512,47.6875,16,12-05-24,"Monitor Closely",234.04647820048
"11800104",19854.7852216762,8717.898367815,47.1111111111111,36,12-09-24,"Consider Replacement",4963.69630541904
"11800107",2703.82500123388,2048.989128,10.1666666666667,6,10-03-24,"Keep as-it is",0
"11800108",13175.9904233191,12388.84004,44.5384615384615,26,12-06-24,"Monitor Closely",1317.59904233191
"11800109",1023.06393890068,680.906733,20.3333333333333,3,9-09-24,"Monitor Closely",102.306393890068
"11800110",1987.33175237601,1134.409327,0,7,10-01-24,"Keep as-it is",0
"11800111",119.235816667281,9.684722,0,1,9-05-24,"Keep as-it is",0
"11800112",15638.8801008146,6591.51135,67.5,8,10-11-24,"Consider Replacement",3909.72002520365
"11800113",301.716968473709,406.08225,0,2,2-12-24,"Keep as-it is",0
"11800114",950.157441784112,1489.609182605,0,4,1-12-24,"Keep as-it is",0
"11800115",1782.30112332526,1126.39663479,15.5,8,8-07-24,"Keep as-it is",0
"11800116",4136.67466356528,6140.922224,13.5555555555556,9,8-08-24,"Monitor Closely",413.667466356528
"11800117",3467.3723574847,2714.016667,51.8,10,12-02-24,"Monitor Closely",346.73723574847
"11800118",9034.73937056391,8227.593333,50.5714285714286,28,11-12-24,"Consider Replacement",2258.68484264098
"11800119",6364.18526564914,7943.275557,27.2222222222222,18,10-11-24,"Monitor Closely",636.418526564914
"11800120",5881.87714528621,6551.688888,65.1,20,11-01-24,"Consider Replacement",1470.46928632155
"11800121",5001.55145035058,5130.718333,52.4444444444444,18,12-09-24,"Monitor Closely",500.155145035058
"11800122",7222.50862337674,4418.64278,67.8333333333333,18,12-10-24,"Consider Replacement",1805.62715584419
"11800123",4800.23171225638,5596.117778,60.4761904761905,21,10-03-24,"Monitor Closely",480.023171225638
"11800204",1716.91834244208,1405.150156,56.1666666666667,6,12-03-24,"Monitor Closely",171.691834244208
"11800205",1966.57514007737,1958.357134,122.2,5,12-03-24,"Monitor Closely",196.657514007737
"11800206",761.832454541636,1221.654577,81.6666666666667,3,10-11-24,"Monitor Closely",76.1832454541637
"11800207",1444.41488300518,946.650588,201.2,5,12-04-24,"Monitor Closely",144.441488300518
"11800208",2711.27974373728,4820.370068,36.8,5,11-05-24,"Monitor Closely",271.127974373728
"11800209",1129.40447588362,854.567444,6.2,5,12-10-24,"Keep as-it is",0
"11800210",1181.75159111219,966.0169,44.5,2,8-08-24,"Monitor Closely",118.175159111219
"11800211",6161.11564596387,4234.791809,39.5882352941176,17,12-03-24,"Monitor Closely",616.111564596387
"11800212",3572.9341276577,4330.330689,51.2,10,12-03-24,"Monitor Closely",357.29341276577
"11800213",3155.6972461341,2135.5425,0,2,10-01-24,"Monitor Closely",315.56972461341
"11800214",3312.16780552696,2503.568025,244,2,11-04-24,"Monitor Closely",331.216780552696
"11800215",2193.75090893994,844.195275,20,6,10-03-24,"Keep as-it is",0
"11800216",4007.50939099425,5130.540525,15.3333333333333,12,11-06-24,"Monitor Closely",400.750939099425
"11800217",4960.0138536444,3321.2726,14,13,12-11-24,"Monitor Closely",496.00138536444
"11800218",4678.91922227189,4138.345625,33.4,10,11-06-24,"Monitor Closely",467.891922227189
"11800219",3716.85029299298,2729.617625,10.1666666666667,12,10-04-24,"Monitor Closely",371.685029299298
"11800220",2746.03061847263,1996.96065,22.875,8,11-06-24,"Monitor Closely",274.603061847262
"11800221",4225.17570987716,5940.225875,20.6666666666667,9,10-07-24,"Monitor Closely",422.517570987716
"11800222",3360.08587671197,2633.987625,28,11,11-06-24,"Monitor Closely",336.008587671197
"11800223",9288.67500565978,7677.528002,87.15,20,12-03-24,"Consider Replacement",2322.16875141494
"11800224",4505.27110649909,6335.812558,74,12,12-03-24,"Monitor Closely",450.527110649909
"11800225",2626.1208758304,2493.751625,0,8,11-06-24,"Keep as-it is",0
"11800226",4613.91910479856,4210.431825,33.2727272727273,11,10-08-24,"Monitor Closely",461.391910479856
"11800227",5371.40664761303,4699.6495,37.8333333333333,12,11-11-24,"Monitor Closely",537.140664761303
"11800228",6626.63540826946,7668.688675,37,13,11-04-24,"Monitor Closely",662.663540826946
"11800229",7056.54559718348,5371.764946015,108.6875,32,12-09-24,"Consider Replacement",1764.13639929587
"11800230",4007.44836613636,2659.7308,51.6,20,12-10-24,"Monitor Closely",400.744836613636
"11800231",5214.93453632099,5758.8705,53.375,8,12-11-24,"Monitor Closely",521.493453632099
"11800232",7308.69364864802,7343.757835,115.928571428571,14,7-10-24,"Consider Replacement",1827.17341216201
"11800233",2223.04897804422,2865.222565,96.6666666666667,6,10-01-24,"Monitor Closely",222.304897804422
"11800234",2898.79539327961,4838.427667,120.777777777778,9,5-03-24,"Monitor Closely",289.879539327961
"11800235",421.842147434135,342.408333,0,2,12-10-24,"Keep as-it is",0
"11800236",5396.21757250966,4532.635125,41.5882352941176,17,8-06-24,"Monitor Closely",539.621757250966
"11800237",2808.60021904791,3676.925025,20.9230769230769,13,12-05-24,"Monitor Closely",280.860021904791
"11800238",11436.2015934199,7505.745725,19.36,25,11-11-24,"Monitor Closely",1143.62015934199
"11800239",5449.39422201461,4460.24345,6.36842105263158,19,11-11-24,"Monitor Closely",544.939422201461
"11800240",5339.77961800576,3457.717036,27.9166666666667,12,12-09-24,"Monitor Closely",533.977961800576
"11800241",490.603234441952,412.27,0,4,12-06-24,"Keep as-it is",0
"11800242",502.228314145032,360.225,10,3,11-12-24,"Keep as-it is",0
"11800243",2795.0074807369,2362.960275,40.8888888888889,9,11-07-24,"Monitor Closely",279.50074807369
"11800244",399.224493818642,416.465,0,2,12-02-24,"Keep as-it is",0
"11800245",13093.6586941976,12910.70865,33.75,20,11-11-24,"Monitor Closely",1309.36586941976
"11800246",4852.44858724301,3232.67045,40.6666666666667,9,11-08-24,"Monitor Closely",485.244858724301
"11800247",697.819508570575,651.9346,61,2,10-03-24,"Monitor Closely",69.7819508570575
"11800248",11145.2423750147,17779.91405,59.2941176470588,17,10-08-24,"Consider Replacement",2786.31059375367
"11800249",3209.80367961045,3490.380709635,3.75,8,12-06-24,"Monitor Closely",320.980367961045
"11800250",2677.11425240781,3165.70954143,30.8333333333333,6,10-03-24,"Monitor Closely",267.711425240781
"11800251",205.613612219651,417.305458215,7.5,4,11-11-24,"Keep as-it is",0
"11800252",3765.65711970166,2617.697817495,35.5,6,10-08-24,"Monitor Closely",376.565711970166
"11800253",1497.79645394492,1275.963778575,0,3,9-04-24,"Keep as-it is",0
"11800254",3465.79469739218,1735.258637145,3.625,8,12-05-24,"Monitor Closely",346.579469739218
"11800255",11134.8711170222,17044.11859143,7.15384615384615,26,12-03-24,"Monitor Closely",1113.48711170222
"11800256",3532.60259944693,4131.02879607,6.2,5,9-05-24,"Monitor Closely",353.260259944693
"11800257",7653.65480838691,9038.12841501,3.1,20,12-05-24,"Monitor Closely",765.365480838691
"11800258",9749.76187088626,6969.97119285,0,26,12-12-24,"Monitor Closely",974.976187088626
"11800259",2020.94862923835,1199.63167893,105,4,10-02-24,"Monitor Closely",202.094862923835
"11800260",32661.0051772361,29502.39570426,11.7142857142857,42,12-10-24,"Monitor Closely",3266.10051772361
"11800261",7373.30993726925,5298.005503575,7.5,8,10-04-24,"Monitor Closely",737.330993726925
"11800262",5865.97538559533,5077.051727865,2.58333333333333,12,12-03-24,"Monitor Closely",586.597538559533
"11800263",2402.660363234,3030.73854072,30.6,5,7-02-24,"Monitor Closely",240.2660363234
"11800264",12776.3814932285,8875.9443,2.30769230769231,26,12-12-24,"Monitor Closely",1277.63814932285
"11800265",9099.08654279404,10813.6053,2.81818181818182,22,12-09-24,"Monitor Closely",909.908654279404
"11800266",3760.17311054199,3943.467414,38.4545454545455,11,10-01-24,"Monitor Closely",376.017311054199
"11800267",4648.73301653673,7995.650203,3,10,12-03-24,"Monitor Closely",464.873301653673
"11800268",2295.2720390031,1582.133644,107,4,10-02-24,"Monitor Closely",229.52720390031
"11800273",11530.0030228962,16227.209499,237.035714285714,28,11-06-24,"Consider Replacement",2882.50075572406
"11800274",5757.20230606434,5191.149899,108.615384615385,13,10-11-24,"Consider Replacement",1439.30057651609
"11800303",3654.62865468623,4660.091453,92.4615384615385,13,10-02-24,"Monitor Closely",365.462865468623
"11800305",2511.72474629334,1606.506644295,18.6,5,8-09-24,"Keep as-it is",0
"11800306",7899.94263269254,9568.792869,31.7777777777778,18,11-09-24,"Monitor Closely",789.994263269254
"11800308",1599.01928530629,1103.197432,30.4285714285714,7,10-10-24,"Monitor Closely",159.901928530629
"11800333",1093.82333109503,288.437743806,0,2,2-01-24,"Keep as-it is",0
"11800335",3008.64903274413,3662.725313694,17.8,5,4-09-24,"Keep as-it is",0
"11800336",6193.97456165092,5552.6032177425,334.833333333333,6,4-08-24,"Consider Replacement",1548.49364041273
"11800337",3044.57355416893,261.567233694,52.5,4,3-06-24,"Monitor Closely",304.457355416893
"11800339",2522.1314198363,9193.607136306,106,4,3-12-24,"Monitor Closely",252.21314198363
"11800340",5441.32236413073,6849.0091264365,147,5,4-03-24,"Consider Replacement",1360.33059103268
"11800342",235.230478643316,69.084368694,0,1,5-02-24,"Keep as-it is",0
"11800343",2046.37491748358,792.47766,0,2,3-01-24,"Keep as-it is",0
"11800351",1986.52225694665,1190.288957728,23,4,11-04-24,"Monitor Closely",198.652225694665
"11800352",1936.61699520489,849.167305038,12.4,5,8-07-24,"Keep as-it is",0
"11800362",2580.78906754011,829.174446,30.1428571428571,7,10-02-24,"Monitor Closely",258.078906754011
"11800405",7578.21580396066,7130.739166,21.8571428571429,14,12-06-24,"Monitor Closely",757.821580396066
"11800406",15228.651805131,14009.378643,63,14,12-04-24,"Consider Replacement",3807.16295128275
"11800407",3962.13580658599,4602.486666,0,7,12-02-24,"Monitor Closely",396.213580658599
"11800470",5635.16756165465,7818.196792,81.5,6,12-07-24,"Consider Replacement",1408.79189041366
"11800471",972.47560904541,208.389167,45.5,2,7-09-24,"Monitor Closely",97.247560904541
"11800472",3970.74044223638,8025.015166,95.8571428571429,7,10-03-24,"Monitor Closely",397.074044223638
"11800473",1245.37909452128,885.775999,0,5,8-08-24,"Keep as-it is",0
"11800525",1771.2646768275,1915.669556,15,4,8-08-24,"Keep as-it is",0
"11800526",1318.93944811341,1388.076022,0,2,2-09-24,"Keep as-it is",0
"11800527",1735.51221655388,3509.5766,54.8,5,7-09-24,"Monitor Closely",173.551221655388
"11800528",7006.3955239531,5425.984578,57.375,16,10-08-24,"Consider Replacement",1751.59888098827
"11800529",631.916664987962,1051.270977,0,2,5-06-24,"Keep as-it is",0
"11800530",3773.5073249629,3104.733133,38.25,12,12-12-24,"Monitor Closely",377.35073249629
"11800531",8558.25884352005,8032.380622,23.6,20,10-01-24,"Monitor Closely",855.825884352005
"11800532",10130.370328969,7569.412644,14.5882352941176,17,12-09-24,"Monitor Closely",1013.0370328969
"11800533",3617.12043490827,2148.94,55.2,10,11-01-24,"Monitor Closely",361.712043490827
"11800534",1490.01049447888,1682.314378,0,5,11-07-24,"Keep as-it is",0
"11800574",945.355401001257,434.893153,10.3333333333333,3,12-10-24,"Keep as-it is",0
"11800575",1722.92328785109,6576.267778,130,4,12-03-24,"Monitor Closely",172.292328785109
"11800622",2367.1752487021,2034.709721,3.33333333333333,9,8-08-24,"Keep as-it is",0
"11800623",9435.08921558814,12897.435832,52.1666666666667,30,12-06-24,"Consider Replacement",2358.77230389704
"11800624",8889.75029650766,8073.357778,10.7142857142857,14,12-09-24,"Monitor Closely",888.975029650766
"11800625",3580.15439321057,3314.418522,35.8333333333333,6,12-05-24,"Monitor Closely",358.015439321057
"11800629",6704.25907869832,8033.346666,24.9375,16,8-06-24,"Monitor Closely",670.425907869832
"11800631",3542.70721972793,2877.069521,26.4285714285714,7,11-07-24,"Monitor Closely",354.270721972793
"11800632",5084.77065728908,5414.344357,22.0909090909091,11,12-09-24,"Monitor Closely",508.477065728908
"11800633",1830.42129905869,2828.63339,30.5,4,10-04-24,"Monitor Closely",183.042129905869
"11800634",3307.34811804078,2597.099544,55.8571428571429,7,10-08-24,"Monitor Closely",330.734811804078
"11800635",1354.8492085609,1381.937267,0,5,10-03-24,"Keep as-it is",0
"11800636",1666.55581401848,2202.688089,31,3,6-03-24,"Monitor Closely",166.655581401848
"11800637",3947.25383247758,4611.16,0,5,12-03-24,"Monitor Closely",394.725383247758
"11800638",5656.73997405052,6488.2,0,7,12-03-24,"Monitor Closely",565.673997405052
"11800681",9041.25438990199,11161.63,0,13,10-11-24,"Monitor Closely",904.125438990199
"11800682",26270.9956607375,20483.191448,51.7407407407407,54,12-05-24,"Consider Replacement",6567.74891518437
"11800683",4824.48266481567,5139.278709,38.8,15,12-11-24,"Monitor Closely",482.448266481567
"11800684",12149.0789153275,10240.613622,95.7142857142857,28,9-10-24,"Consider Replacement",3037.26972883187
"11800685",2184.95628213191,1528.949778,0,6,12-03-24,"Keep as-it is",0
"11800686",6489.45046430368,6510.503066,22.75,8,11-04-24,"Monitor Closely",648.945046430368
"11800687",2981.29497646528,4348.099755,5.16666666666667,6,12-11-24,"Keep as-it is",0
"11800709",7646.13163811616,7571.544047,53.764705882353,17,10-03-24,"Consider Replacement",1911.53290952904
"11800736",2983.47307953229,2206.73405,141.333333333333,6,5-07-24,"Monitor Closely",298.347307953229
"11800737",849.29519001353,2778.912047652,0,2,5-07-24,"Keep as-it is",0
"11800738",3353.31135102451,3812.337744345,4.66666666666667,6,12-12-24,"Monitor Closely",335.331135102451
"11800739",690.299027713737,213.18385,0,1,3-08-24,"Keep as-it is",0
"11800740",5734.3091578233,6353.1678,0,8,12-05-24,"Monitor Closely",573.43091578233
"11800770",5309.12594830531,5223.29013357,22.75,12,12-06-24,"Monitor Closely",530.912594830531
"11800771",4696.22466370222,4367.14284465,0,10,12-10-24,"Monitor Closely",469.622466370222
"11800772",18515.4745785711,16030.32675,9.6875,32,12-04-24,"Monitor Closely",1851.54745785711
"11800773",11754.1481839015,12027.49431444,183.681818181818,22,12-02-24,"Consider Replacement",2938.53704597536
"11800774",6838.38945206479,6470.53550508,57.375,16,10-08-24,"Consider Replacement",1709.5973630162
"11800775",4985.44542202802,4578.49463115,9.3,10,10-04-24,"Monitor Closely",498.544542202802
"11800776",6983.7785635259,7032.81099385,39.2,10,12-02-24,"Monitor Closely",698.37785635259
"11800777",4098.35813819058,5108.74591123,34.8571428571429,7,12-07-24,"Monitor Closely",409.835813819058
"11800778",3854.31445533698,4107.92616524,48.8,5,9-06-24,"Monitor Closely",385.431445533698
"11800779",8073.83818300563,6644.01698262,18.2,10,11-09-24,"Monitor Closely",807.383818300563
"11800780",2185.41293866669,1250.89984853,0,6,11-07-24,"Keep as-it is",0
"11800781",4028.76803959074,4012.15938262,15.375,8,11-08-24,"Monitor Closely",402.876803959074
"11800813",1734.97796150922,506.560788,30,2,6-11-24,"Monitor Closely",173.497796150922
"11800814",4081.5641331057,3930.630838,53.7777777777778,9,10-07-24,"Monitor Closely",408.15641331057
"11800815",2954.23247198479,2230.05644,78.4285714285714,7,12-04-24,"Monitor Closely",295.423247198479
"11800816",1301.06373585355,1256.466242,0,1,12-03-24,"Keep as-it is",0
"11800817",3539.99310282316,1685.489176,3.75,8,10-08-24,"Monitor Closely",353.999310282316
"11800819",254.045572447838,105.133333,0,1,11-11-24,"Keep as-it is",0
"11800820",7812.1696944268,10829.16963,195.3,10,11-07-24,"Consider Replacement",1953.0424236067
"11800821",3204.42498074468,1946.261665,60.5,6,12-03-24,"Monitor Closely",320.442498074468
"11800822",5038.48631830335,3441.036092,41.875,8,12-11-24,"Monitor Closely",503.848631830335
"11800836",5111.4212171445,5892.875696185,33.6,10,12-03-24,"Monitor Closely",511.14212171445
"11800837",4464.81068607161,4631.517109605,29.6666666666667,6,12-02-24,"Monitor Closely",446.481068607161
"11800838",7101.2728337419,22818.546646185,36.4,10,12-09-24,"Monitor Closely",710.12728337419
"11800839",2644.69397348238,6339.714553731,0,6,12-05-24,"Keep as-it is",0
"11800903",2764.27622675438,1838.1265,0,3,9-06-24,"Keep as-it is",0
"11800904",4552.50150517706,4805.45115,0,4,5-01-24,"Monitor Closely",455.250150517706
"11800905",10428.4311036903,9674.07335579,57.4,10,12-12-24,"Consider Replacement",2607.10777592258
"11800906",5702.88193084648,4119.11035,0,5,12-09-24,"Monitor Closely",570.288193084648
"11800909",3741.17647217322,5733.699933685,391.2,5,11-07-24,"Monitor Closely",374.117647217322
"11801005",8059.52063758003,5779.728970335,65.2666666666667,15,11-01-24,"Consider Replacement",2014.88015939501
"11801006",14572.1382164073,12944.066795385,56.448275862069,29,12-11-24,"Consider Replacement",3643.03455410182
"11801007",1759.81343111628,2069.47161321,11.8,5,10-03-24,"Keep as-it is",0
"11803854",6321.05197171949,7632.956667,38.25,12,12-02-24,"Monitor Closely",632.105197171949
"11803856",1625.57898656559,1282.469761,0,8,11-05-24,"Keep as-it is",0
"11803857",1983.35158384324,2864.442162,0,6,8-03-24,"Keep as-it is",0
"11803858",1654.59332610433,1611.232677,0,8,11-05-24,"Keep as-it is",0
"11803859",3274.18540916287,2430.548426,26.5,8,12-03-24,"Monitor Closely",327.418540916287
"11803860",864.373168425552,467.36,0,4,3-01-24,"Keep as-it is",0
"11803861",2478.91420357038,2498.700848,72.4,10,11-12-24,"Monitor Closely",247.891420357038
"11803862",1657.08111978316,1563.37065,7.75,4,8-08-24,"Keep as-it is",0
"11900002",4614.73187439118,2465.48632,21.5,10,9-10-24,"Monitor Closely",461.473187439118
"11900003",1165.39064632452,102.42225,21.7142857142857,7,11-08-24,"Monitor Closely",116.539064632452
"11900004",4117.46208702151,1156.7871,20.3333333333333,12,12-09-24,"Monitor Closely",411.746208702151
"11900005",10605.6238077198,10113.47262,133.454545454545,22,12-06-24,"Consider Replacement",2651.40595192994
"11900006",6278.10653519691,9232.007614,122.5,4,6-05-24,"Consider Replacement",1569.52663379923
"11900007",7214.98825869532,10255.522777,153.076923076923,13,12-09-24,"Consider Replacement",1803.74706467383
"11900008",8265.65920081385,12746.607498,56.8,15,9-05-24,"Consider Replacement",2066.41480020346
"11900009",3574.36029573848,2977.276664,5,12,10-11-24,"Monitor Closely",357.436029573848
"11900010",5546.91705198583,6178.535602,559.2,10,8-07-24,"Consider Replacement",1386.72926299646
"11900011",7298.68427321289,8363.075198,76.5,12,8-02-24,"Consider Replacement",1824.67106830322
"11900059",7882.46647026818,5312.537224,59,24,12-09-24,"Consider Replacement",1970.61661756705
"11900060",4990.7410007958,2318.327092403,26.4285714285714,14,12-09-24,"Monitor Closely",499.07410007958
"11900061",5240.30107931005,2909.313332,0,11,10-02-24,"Monitor Closely",524.030107931005
"11900062",6706.69992854144,4983.363057,26.1428571428571,14,12-06-24,"Monitor Closely",670.669992854144
"11900063",2797.78619454488,1217.233246699,0,4,12-11-24,"Keep as-it is",0
"11900070",1592.36229794767,1021.668765,5.6,5,10-02-24,"Keep as-it is",0
"11900071",2568.4342923399,1774.5986,16.4444444444444,9,10-04-24,"Keep as-it is",0
"11900072",9949.3139862922,8973.879933,22.6666666666667,12,10-03-24,"Monitor Closely",994.93139862922
"11900073",2942.79216189071,4928.281869,37.875,8,10-02-24,"Monitor Closely",294.279216189071
"11900074",2812.78195584075,2690.2156,11.8,10,10-01-24,"Keep as-it is",0
"11900075",4009.60658174015,2460.904701,9.3,10,10-03-24,"Monitor Closely",400.960658174015
"11900076",2014.13667692501,2913.306325,18,5,12-02-24,"Keep as-it is",0
"11900077",5579.59904650232,4805.2298,16.5454545454545,11,12-10-24,"Monitor Closely",557.959904650232
"11900078",1907.59547972781,1243.540225,43.2857142857143,7,12-02-24,"Monitor Closely",190.759547972781
"11900079",8706.72860316538,5448.451775,36.8,15,12-03-24,"Monitor Closely",870.672860316538
"11900080",2388.36328623299,3564.588981,0,6,12-12-24,"Keep as-it is",0
"11900081",3547.33256375307,2798.6288,23.7142857142857,14,11-12-24,"Monitor Closely",354.733256375307
"11900082",3395.89614344028,2222.9617,21.7142857142857,7,11-01-24,"Monitor Closely",339.589614344028
"11900083",5071.18542867993,2363.420533,75.4166666666667,12,12-04-24,"Monitor Closely",507.118542867993
"11900084",1523.05773994867,1057.49105,0,4,12-05-24,"Keep as-it is",0
"11900085",2732.18182520434,2202.603,30.625,8,12-04-24,"Monitor Closely",273.218182520434
"11900086",7134.16248411952,13253.89825,25.7692307692308,13,12-09-24,"Monitor Closely",713.416248411952
"11900087",2535.00286306752,2942.74035,7.75,12,10-03-24,"Keep as-it is",0
"11900088",6563.17772389797,4896.705,4.13333333333333,15,12-12-24,"Monitor Closely",656.317772389797
"11900089",3459.87664491556,3373.475575,30.3888888888889,18,12-10-24,"Monitor Closely",345.987664491556
"11900090",3610.87986667803,2928.53075,0,12,12-12-24,"Monitor Closely",361.087986667803
"11900091",4088.41723861031,1712.39725,0,6,6-07-24,"Monitor Closely",408.841723861031
"11900092",3367.99636638836,3391.46845,0,16,12-12-24,"Monitor Closely",336.799636638836
"11900093",6708.57635379005,5433.224625,5.47058823529412,17,11-06-24,"Monitor Closely",670.857635379005
"11900094",3953.74756806414,2025.4827,8.36363636363636,11,11-04-24,"Monitor Closely",395.374756806414
"11900095",3951.44010704662,4189.7428,0,11,11-06-24,"Monitor Closely",395.144010704662
"11900096",7415.53064610267,15324.297775,62.9230769230769,13,11-01-24,"Consider Replacement",1853.88266152567
"11900097",3052.44486676279,3820.110575,0,6,6-04-24,"Keep as-it is",0
"11900098",2891.42418032876,2907.2065,0,9,8-05-24,"Keep as-it is",0
"11900099",4376.87289620459,3019.1171,0,3,11-01-24,"Monitor Closely",437.687289620459
"11900100",3656.95301484512,3485.982995,19.1818181818182,11,12-11-24,"Monitor Closely",365.695301484512
"11900101",3477.46412393771,2526.426111,52.4285714285714,7,9-09-24,"Monitor Closely",347.746412393771
"11900102",2596.84706206946,3077.788433,121.333333333333,9,11-01-24,"Monitor Closely",259.684706206946
"11900103",4355.79617471412,5988.390356,108.6,10,12-05-24,"Monitor Closely",435.579617471412
"11900104",1041.01806345621,694.261108,30.3333333333333,6,9-09-24,"Monitor Closely",104.101806345621
"11900105",3586.97497877499,2805.77529,22.875,8,11-05-24,"Monitor Closely",358.697497877499
"11900106",2580.518743995,2336.439609,30.3636363636364,11,12-10-24,"Monitor Closely",258.0518743995
"11900107",2447.92108164074,1311.217222,0,5,12-09-24,"Keep as-it is",0
"11900109",3087.75898075891,1701.775544,24.6,5,9-04-24,"Monitor Closely",308.775898075891
"11900111",13672.51359595,13731.87569787,15.25,32,12-11-24,"Monitor Closely",1367.251359595
"11900112",2168.6449562236,2195.246041785,39,7,9-09-24,"Monitor Closely",216.86449562236
"11900113",2405.08021969425,1622.929240365,0,9,12-06-24,"Keep as-it is",0
"11900114",1660.19321090083,675.17183679,8.71428571428571,7,12-09-24,"Keep as-it is",0
"11900115",5694.88782730086,6749.02570071,23,12,12-10-24,"Monitor Closely",569.488782730086
"11900116",20581.2968968835,16387.51532358,0,16,11-06-24,"Monitor Closely",2058.12968968835
"11900117",2663.81737372768,2613.515858,0,10,11-01-24,"Keep as-it is",0
"11900118",4238.56310721466,1750.029354,28,11,12-03-24,"Monitor Closely",423.856310721466
"11900119",6007.93186471826,4216.702878,26,14,9-04-24,"Monitor Closely",600.793186471826
"11900120",1786.53798508473,982.8851,23.25,4,12-03-24,"Monitor Closely",178.653798508473
"11900121",748.142623872217,2283.553211,61,2,9-04-24,"Monitor Closely",74.8142623872217
"11900122",3592.11537042014,2213.0256,24.2,10,9-11-24,"Monitor Closely",359.211537042014
"11900123",2031.72566055172,2084.4105,122.333333333333,6,11-07-24,"Monitor Closely",203.172566055172
"11900124",5028.24779557872,6644.3821,63.5833333333333,12,12-05-24,"Monitor Closely",502.824779557872
"11900125",1586.32321095504,1129.521833,18,5,11-01-24,"Keep as-it is",0
"11900126",6035.29960859543,8338.873001,57.7777777777778,9,9-10-24,"Consider Replacement",1508.82490214886
"11900127",7381.99760552791,6489.884335,27.9166666666667,12,11-12-24,"Monitor Closely",738.199760552791
"11900128",2960.07855561687,1659.120832,0,9,11-04-24,"Keep as-it is",0
"11900129",7975.1646741127,12686.909404,76.6666666666667,24,10-11-24,"Consider Replacement",1993.79116852817
"11900131",14708.0550768874,8167.890528,0,42,10-04-24,"Monitor Closely",1470.80550768874
"11900132",17078.5463279952,16748.391798,178.222222222222,27,11-01-24,"Consider Replacement",4269.6365819988
"11900133",5361.19159770734,4646.73935,40.3333333333333,6,11-04-24,"Monitor Closely",536.119159770734
"11900134",6867.76193673498,10549.6625,91.3125,16,10-11-24,"Consider Replacement",1716.94048418375
"11900135",7189.94196245644,5951.4659,54.3,20,10-03-24,"Consider Replacement",1797.48549061411
"11900137",5093.02555513226,6966.688032,8.71428571428571,14,9-10-24,"Monitor Closely",509.302555513226
"11900138",13997.3262768214,17858.313334,84.3529411764706,34,12-03-24,"Consider Replacement",3499.33156920534
