"UNIT NUMBER","total_predicted_cost","total_actual_cost","avg_repair_duration","work_order_count","last_service_date","strategy","estimated_savings"
"04B325233",1899.84016234944,2637.585466,36.6,5,9-09-24,"Monitor Closely",189.984016234944
"04B325235",892.298122196741,2275.835311,7.5,4,4-08-24,"Keep as-it is",0
"04B325236",3655.33172696465,4883.740819,48.3333333333333,12,12-04-24,"Monitor Closely",365.533172696465
"04B325238",4211.72745069141,3680.420378,90.8,10,12-02-24,"Monitor Closely",421.172745069141
"04B325245",5742.38825215342,2008.258023,0,13,10-11-24,"Monitor Closely",574.238825215342
"04B325249",2983.98029112089,2758.304355,47.2222222222222,9,11-04-24,"Monitor Closely",298.398029112089
"04B325257",6171.22993686707,5192.006399,38.8666666666667,15,10-03-24,"Monitor Closely",617.122993686707
"04B325258",3132.5972891839,2659.913113,20.9230769230769,13,8-06-24,"Monitor Closely",313.25972891839
"04B325259",1479.97976322531,1115.5498,0,5,6-10-24,"Keep as-it is",0
"04S600318",3283.01536369298,1781.170833,6.2,5,11-12-24,"Monitor Closely",328.301536369298
"04S600330",1629.03817833702,882.4,0,2,12-11-24,"Keep as-it is",0
"04S600338",1891.15005572539,367.43,0,6,10-07-24,"Keep as-it is",0
"05B325528",6180.1470398185,5248.351356,40.6666666666667,15,12-05-24,"Monitor Closely",618.01470398185
"05B325529",3433.48006259374,3326.684555,60.5,8,4-10-24,"Monitor Closely",343.348006259374
"05B325532",4559.60192107155,3079.108601,109.142857142857,14,11-05-24,"Monitor Closely",455.960192107156
"05B325537",2242.2456612768,1607.660599,15.25,8,9-04-24,"Keep as-it is",0
"05B325567",892.072181397946,1027.190067,31,2,2-07-24,"Monitor Closely",89.2072181397946
"05S332077",8579.73840530694,13694.862862,114,8,9-09-24,"Consider Replacement",2144.93460132674
"05S332121",2373.92224623131,2080.53038,6,10,11-04-24,"Keep as-it is",0
"05S332123",1119.74284773929,606.762328,0,4,12-11-24,"Keep as-it is",0
"05S332126",1206.67423644388,916.725,0,2,8-02-24,"Keep as-it is",0
"05S332137",2858.1922096542,3515.617156,4.42857142857143,7,12-04-24,"Keep as-it is",0
"05S382325",777.057653349218,861.4570170325,42.2,5,10-01-24,"Monitor Closely",77.7057653349218
"06B325559",6901.75065032119,9295.541189,183.928571428571,14,11-06-24,"Consider Replacement",1725.4376625803
"06B325560",2082.42751542459,4181.918002,140,7,9-03-24,"Monitor Closely",208.242751542459
"06B325569",4426.62716142632,2399.47,0,8,11-07-24,"Monitor Closely",442.662716142632
"06B325571",1393.25552393946,707.385111,53.5,4,12-04-24,"Monitor Closely",139.325552393946
"06B325573",4591.69540789162,2982.733666,8.13333333333334,15,12-05-24,"Monitor Closely",459.169540789162
"06B325574",2361.70086484921,2053.04171,0,9,11-01-24,"Keep as-it is",0
"06B325575",3474.8942126783,3395.333955,0,9,12-12-24,"Monitor Closely",347.48942126783
"06B325650",3774.23629945067,2883.802577,182.090909090909,11,7-10-24,"Monitor Closely",377.423629945067
"06B325654",4481.97316988702,5937.715043,53.5,12,11-01-24,"Monitor Closely",448.197316988702
"06B325657",4845.08342292933,4407.59571,15.3571428571429,14,10-04-24,"Monitor Closely",484.508342292933
"06B325803",4912.24110379464,7163.450647,15.3,10,12-05-24,"Monitor Closely",491.224110379464
"06B332073",219.52274777196,238.875,0,1,3-06-24,"Keep as-it is",0
"06B332102",510.058185446809,271.1,0,1,1-11-24,"Keep as-it is",0
"06B332103",4704.07318523134,4731.716826,0,7,12-11-24,"Monitor Closely",470.407318523135
"06B332107",606.705650922413,226.075,0,1,1-04-24,"Keep as-it is",0
"06B382436",2331.85796193725,365.13784421,38,4,11-07-24,"Monitor Closely",233.185796193725
"06K518896",3190.88680112839,2363.58916,10.1666666666667,12,10-09-24,"Monitor Closely",319.088680112839
"06S325613",940.341553572289,1271.003311,10.3333333333333,3,4-08-24,"Keep as-it is",0
"06S325630",276.815801528388,456.6148,0,1,2-01-24,"Keep as-it is",0
"06S325634",1290.47556853569,1409.735445,30,4,4-08-24,"Monitor Closely",129.047556853569
"06S669180",2046.0117389437,2357.569406,30.6666666666667,6,12-12-24,"Monitor Closely",204.60117389437
"06S669182",4202.79914923533,3211.602224,17,7,12-05-24,"Monitor Closely",420.279914923534
"07B325805",1559.02475927867,1032.937111,0,6,12-06-24,"Keep as-it is",0
"07B325808",2570.0714943966,3893.173379,24.2,5,12-09-24,"Monitor Closely",257.00714943966
"07B325816",1230.35035198179,1176.071089,61.3333333333333,3,7-05-24,"Monitor Closely",123.035035198179
"07B610539",1783.06225632575,1707.079645,0,2,7-01-24,"Keep as-it is",0
"07B610540",5757.3357597552,6842.339398,236.230769230769,13,12-02-24,"Consider Replacement",1439.3339399388
"07B610544",3138.38231824057,3986.51169,34.2222222222222,9,8-01-24,"Monitor Closely",313.838231824057
"07B610547",4408.06826146847,8675.937156,47.5555555555556,9,8-12-24,"Monitor Closely",440.806826146847
"07B610548",2179.63775280651,601.714633,184,2,10-03-24,"Monitor Closely",217.963775280651
"07B610552",2622.83874426981,2293.416846,487,6,12-02-24,"Monitor Closely",262.283874426981
"07B610553",3377.64394744548,2158.664391,13.6666666666667,9,12-06-24,"Monitor Closely",337.764394744548
"07B610554",6681.4129420413,7612.626512,235,6,7-08-24,"Consider Replacement",1670.35323551033
"07B610556",3421.24843414375,2217.00479,44.2727272727273,11,11-11-24,"Monitor Closely",342.124843414375
"07B610557",727.779282978833,150.426389,0,2,2-06-24,"Keep as-it is",0
"07B610577",4483.63238267231,7173.752755,7.15384615384615,13,12-03-24,"Monitor Closely",448.363238267231
"07B610578",2200.54584621768,1324.5294,3.1,10,10-02-24,"Keep as-it is",0
"07B610580",1128.91710697309,1489.663667,3.875,8,9-09-24,"Keep as-it is",0
"07B610581",4883.56517514304,3419.764377,18.2352941176471,17,10-08-24,"Monitor Closely",488.356517514304
"07B610582",5559.86591198886,2249.478133,3.33333333333333,9,6-04-24,"Monitor Closely",555.986591198886
"07B610595",8328.19871548411,5626.687043,49.75,16,12-04-24,"Consider Replacement",2082.04967887103
"07B610596",1803.09293115813,1781.531313,24.3,10,10-09-24,"Monitor Closely",180.309293115813
"07B610597",1062.45614771536,1187.99851,0,5,11-08-24,"Keep as-it is",0
"07B610599",1894.00066160292,2869.449779,0,7,10-02-24,"Keep as-it is",0
"07B610603",4389.78350030482,6578.799767,7.66666666666667,12,12-09-24,"Monitor Closely",438.978350030482
"07B622193",3760.20581456524,2389.720331,72.75,8,11-11-24,"Monitor Closely",376.020581456524
"07B622197",1299.73637802182,627.496,0,5,11-07-24,"Keep as-it is",0
"07B622198",3557.75579823939,2688.420556,30.5,10,12-02-24,"Monitor Closely",355.775579823939
"07B622199",345.52030545367,166.315,0,1,8-06-24,"Keep as-it is",0
"07B622353",373.668206926222,453.530675,15.5,2,4-01-24,"Keep as-it is",0
"07B622354",7949.67413883751,9678.03898263,76.5,16,11-07-24,"Consider Replacement",1987.41853470938
"07B622355",4352.09474470892,3961.8204,0,5,9-05-24,"Monitor Closely",435.209474470892
"07B669707",215.573597815938,312.5,0,1,3-04-24,"Keep as-it is",0
"07K546646",223.030106541475,153.952778,243,1,4-02-24,"Monitor Closely",22.3030106541475
"07S420618",3635.07979049278,2055.579154,82.1,10,11-05-24,"Monitor Closely",363.507979049278
"07S610617",2920.4600126293,1925.744756,33.875,8,7-05-24,"Monitor Closely",292.04600126293
"07S610618",4102.2085328912,2673.445644,0,8,5-07-24,"Monitor Closely",410.22085328912
"07S622137",2581.36098629629,1076.708025965,87.375,8,10-08-24,"Monitor Closely",258.136098629629
"07S669736",1496.14292522844,1650.5954,0,2,2-02-24,"Keep as-it is",0
"07S669737",3658.94441938731,3481.85857,24.4,5,11-08-24,"Monitor Closely",365.894441938731
"08B651054",1751.80429102125,1704.437254962,9.33333333333333,3,9-12-24,"Keep as-it is",0
"08B658942",613.297247036137,375.93752684,15,2,6-07-24,"Keep as-it is",0
"08B659233",191.178189837356,238.713764848,153,1,6-05-24,"Monitor Closely",19.1178189837356
"08B660557",2465.99365298286,4147.917732,68.25,4,2-02-24,"Monitor Closely",246.599365298286
"09B610990",5404.5928768982,2211.788644,71.75,8,12-04-24,"Consider Replacement",1351.14821922455
"09B610993",2269.99449611424,1915.530888,0,8,10-10-24,"Keep as-it is",0
"09B656666",2241.57408779373,1740.735714848,97.6,5,12-09-24,"Monitor Closely",224.157408779373
"09S611232",4661.96409931975,4547.314778,4,14,7-10-24,"Monitor Closely",466.196409931975
"09S611233",1154.97913944129,2673.147334,0,2,12-02-24,"Keep as-it is",0
"09S611236",9091.75965168536,10984.31,0,10,12-03-24,"Monitor Closely",909.175965168536
"09S611237",3394.01911984095,2582.002822,15.1,10,11-01-24,"Monitor Closely",339.401911984095
"09S622670",4551.78039005702,4776.223167,121.2,5,7-08-24,"Monitor Closely",455.178039005702
"09S623618",12057.2554946495,8447.91,0,21,11-07-24,"Monitor Closely",1205.72554946495
"09S623987",3302.11074283089,7585.619972105,274,3,4-01-24,"Monitor Closely",330.21107428309
"09S661213",3665.3074757329,4150.650228,45.5,8,12-10-24,"Monitor Closely",366.53074757329
"09S661218",3097.73568647255,1175.154692,0,6,7-09-24,"Monitor Closely",309.773568647255
"09S661258",694.055721385673,367.282778,196.5,2,5-01-24,"Monitor Closely",69.4055721385673
"09S661263",3047.80065390523,1928.205501,0,10,3-04-24,"Keep as-it is",0
"10000101",2113.43633211818,2634.2105086975,0,6,9-10-24,"Keep as-it is",0
"10100101",2823.12412221121,1582.8710536275,10.3333333333333,9,12-04-24,"Keep as-it is",0
"10153",4284.31936376667,3792.853755,79.375,8,10-08-24,"Monitor Closely",428.431936376667
"10600108",3479.231876243,2408.05669639,21.7142857142857,7,8-08-24,"Monitor Closely",347.9231876243
"10600112",904.288025166565,565.758407605,15,6,10-09-24,"Keep as-it is",0
"10600118",3210.40123469795,1475.74281016,0,4,10-10-24,"Monitor Closely",321.040123469795
"10600124",7087.49525361443,7588.4828,0,12,12-04-24,"Monitor Closely",708.749525361443
"10600125",4789.54536806775,2546.43415,13.2222222222222,9,12-02-24,"Monitor Closely",478.954536806775
"10600126",2100.03362020087,1903.81503623,10,3,10-11-24,"Keep as-it is",0
"10600128",4929.7713589306,3781.38980869,16.8181818181818,11,11-04-24,"Monitor Closely",492.97713589306
"10600130",1334.1877964767,992.63067754,0,3,4-11-24,"Keep as-it is",0
"10600134",3928.43969280987,3799.57564639,6.2,5,11-05-24,"Monitor Closely",392.843969280987
"10600136",3916.57245227767,2786.70086738,52.4285714285714,7,12-06-24,"Monitor Closely",391.657245227767
"10600142",11473.5472180853,7188.6666,0,18,10-08-24,"Monitor Closely",1147.35472180853
"10600144",5490.8242874119,4489.5927877,0,10,12-02-24,"Monitor Closely",549.08242874119
"10600146",6029.98131886198,4386.55297754,59.5,12,9-05-24,"Consider Replacement",1507.4953297155
"10600160",4421.52078845127,4029.47882099,55.5,12,12-10-24,"Monitor Closely",442.152078845127
"10600161",2448.73486863023,2140.87383262,30.4,5,8-01-24,"Monitor Closely",244.873486863023
"10600205",709.253271560118,732.679611,20,3,10-07-24,"Keep as-it is",0
"106260",12791.9905918633,8731.45574787,18.2666666666667,30,12-10-24,"Monitor Closely",1279.19905918633
"10700100",2611.83455574806,1803.569407255,0,12,12-12-24,"Keep as-it is",0
"10700101",10605.9562765174,14184.7602286275,135.5625,16,12-12-24,"Consider Replacement",2651.48906912934
"10700102",2375.15345155758,2550.7702137675,0,12,12-02-24,"Keep as-it is",0
"10700103",3797.39875802302,2755.255867395,3.875,8,12-09-24,"Monitor Closely",379.739875802302
"10700104",1286.3042735938,859.194197465,0,9,12-09-24,"Keep as-it is",0
"10700105",4987.15665485744,3980.6767,6.42105263157895,19,11-05-24,"Monitor Closely",498.715665485744
"10700148",2422.58025060281,3278.052,0,4,3-08-24,"Keep as-it is",0
"10700158",2809.98470611792,3675.18993008,15,4,7-09-24,"Keep as-it is",0
"108210",9026.76347957815,9353.20288984,0,14,12-03-24,"Monitor Closely",902.676347957815
"10900087",4100.11650968458,3793.65468369,107.3,10,11-02-24,"Monitor Closely",410.011650968458
"10900101",2988.17057830357,2194.3105286275,13.8461538461538,13,12-10-24,"Keep as-it is",0
"10900103",3908.25125009953,3417.951802185,51.6923076923077,13,12-11-24,"Monitor Closely",390.825125009953
"10900104",2181.78874155165,1920.565227885,9,10,12-05-24,"Keep as-it is",0
"10900261",5932.72784733294,5218.134942495,24.4,15,11-04-24,"Monitor Closely",593.272784733294
"10900262",4774.56944004684,3859.597276065,9.1,10,12-04-24,"Monitor Closely",477.456944004684
"10900263",4022.39207543828,3365.251491075,48.5,12,9-11-24,"Monitor Closely",402.239207543828
"10900264",21252.1859227812,18540.07202784,15.25,32,12-09-24,"Monitor Closely",2125.21859227812
"10900289",3395.39019618592,3511.47289,35.5,6,12-02-24,"Monitor Closely",339.539019618592
"10900290",358.702721454416,172.856944,0,1,7-08-24,"Keep as-it is",0
"10B426006",1970.87126186432,1841.601713,26.5,8,5-07-24,"Monitor Closely",197.087126186432
"10B611797",1745.54140560407,1588.990601,0,6,10-10-24,"Keep as-it is",0
"10B611798",2535.85761583593,1839.890447,25,6,6-06-24,"Monitor Closely",253.585761583593
"10B611826",4676.41924470105,8687.265834,65.4285714285714,7,11-12-24,"Monitor Closely",467.641924470105
"10B611837",688.30544622121,148.998711,15,2,2-01-24,"Keep as-it is",0
"10B612230",13053.7642298169,14355.96,0,20,11-05-24,"Monitor Closely",1305.37642298169
"10B612232",2820.04128862642,1890.03,0,8,9-03-24,"Keep as-it is",0
"10B612234",12029.7424061047,16169.0154,0,12,11-05-24,"Monitor Closely",1202.97424061047
"10B612235",4796.57966605693,4499.26,0,9,10-11-24,"Monitor Closely",479.657966605693
"10B623609",2809.84473901363,2424.708667,36.5,10,6-05-24,"Monitor Closely",280.984473901363
"10B623611",1653.33172818268,477.946646307,40.6666666666667,3,7-03-24,"Monitor Closely",165.333172818268
"10B650540",2821.89121896816,7749.9034,0,6,11-08-24,"Keep as-it is",0
"10B650542",2867.17626732312,1641.260306231,18.6,5,11-07-24,"Keep as-it is",0
"10B657829",1225.284413042,354.8831,0,1,6-05-24,"Keep as-it is",0
"10B661685",6433.31024802011,4248.375617395,4.76923076923077,13,12-09-24,"Monitor Closely",643.331024802011
"10B661686",1999.502066483,2785.5472510925,6.42857142857143,14,8-05-24,"Keep as-it is",0
"10L661331",1519.0609956835,1544.002582,17.8,5,12-09-24,"Keep as-it is",0
"10O661968",0,374.851112,0,2,5-10-24,"Keep as-it is",0
"10S325110",4019.15915238481,3782.453555,9.1,10,9-06-24,"Monitor Closely",401.915915238481
"10S623475",3241.40246629945,2276.36295,30,4,11-01-24,"Monitor Closely",324.140246629945
"10S624103",2866.70226019273,3597.688688,45.75,8,10-09-24,"Monitor Closely",286.670226019273
"10S661695",6599.35434766828,4939.316076,11.375,16,6-07-24,"Monitor Closely",659.935434766828
"10S661696",7727.76218593687,6509.365476,100.142857142857,14,4-03-24,"Consider Replacement",1931.94054648422
"10S661697",641.978221257027,678.7,0,3,6-10-24,"Keep as-it is",0
"10S662012",1818.77374215457,1259.4373,68.25,4,7-02-24,"Monitor Closely",181.877374215457
"11000051",4473.50326895799,5194.580022,114.75,8,2-01-24,"Monitor Closely",447.350326895799
"11000052",8297.58493514411,9507.788220465,30.4444444444444,18,12-04-24,"Monitor Closely",829.758493514411
"11000054",4630.64408986619,6485.965794465,15.3333333333333,12,12-10-24,"Monitor Closely",463.064408986619
"11000055",11555.8840900971,11196.381775395,19.125,16,12-12-24,"Monitor Closely",1155.58840900971
"11000069",9372.30704385641,14396.576667,45.5,14,11-04-24,"Monitor Closely",937.230704385641
"11000071",2730.38885813706,1670.655556,0,5,12-04-24,"Keep as-it is",0
"11000134",7230.63993170063,8837.03889,69.6,20,11-01-24,"Consider Replacement",1807.65998292516
"11000138",1622.79460293418,1499.01531016,15.5,4,3-06-24,"Keep as-it is",0
"11000140",1366.89589633799,1699.10412139,183,3,1-04-24,"Monitor Closely",136.689589633799
"11000141",308.503149829599,154.76955508,0,1,2-03-24,"Keep as-it is",0
"11000144",616.887370360343,728.36088984,0,2,3-11-24,"Keep as-it is",0
"11000145",835.118720071503,793.58927754,0,2,2-05-24,"Keep as-it is",0
"11000149",308.450947762031,192.24095508,0,1,4-03-24,"Keep as-it is",0
"1100021",4270.86538412785,11422.508966,91.2222222222222,9,10-06-24,"Monitor Closely",427.086538412785
"11100012",4189.11415590965,2514.131001,167,12,9-11-24,"Monitor Closely",418.911415590965
"11100013",6788.10727750808,5115.709867,126.071428571429,14,12-11-24,"Consider Replacement",1697.02681937702
"11100100",3600.98079917872,1414.10286521,44.8461538461538,13,8-08-24,"Monitor Closely",360.098079917872
"11100101",3145.91052984864,1848.659307605,0,10,9-06-24,"Monitor Closely",314.591052984865
"11100102",7167.5606152683,6720.694445,29.1363636363636,22,11-08-24,"Monitor Closely",716.75606152683
"11100103",5164.57676697322,4520.152223,23.5,18,12-10-24,"Monitor Closely",516.457676697322
"11100633",10117.3615796622,17142.4591,77.88,25,8-05-24,"Consider Replacement",2529.34039491555
"11100634",6089.34842412235,3035.9031,65.6666666666667,12,12-06-24,"Consider Replacement",1522.33710603059
"11100635",3815.73222366702,11501.22125,84.6,5,10-02-24,"Monitor Closely",381.573222366702
"11100636",7340.37863508761,6305.5207,18.8461538461538,13,12-12-24,"Monitor Closely",734.037863508761
"11100637",4392.97426659503,3006.7696,33.8,10,8-05-24,"Monitor Closely",439.297426659503
"11100638",6512.37355800482,6759.496,28.2857142857143,14,12-05-24,"Monitor Closely",651.237355800482
"11100644",3572.94095087908,2367.077625,68.75,8,12-04-24,"Monitor Closely",357.294095087908
"11100645",2378.55677875162,1540.1859,40.1666666666667,6,12-09-24,"Monitor Closely",237.855677875162
"11100646",2537.41073682332,2922.20615,13,7,11-08-24,"Keep as-it is",0
"11100647",10938.2028177118,8522.2197,41.4545454545455,11,12-02-24,"Monitor Closely",1093.82028177118
"11200063",4955.5407449236,5129.298375,75.3529411764706,17,12-12-24,"Monitor Closely",495.55407449236
"11200064",2711.12927018512,2561.640575,24.4,10,10-02-24,"Monitor Closely",271.112927018512
"11200065",3432.72362583431,2100.979375,0,6,12-03-24,"Monitor Closely",343.272362583431
"11200066",5022.70445833468,4465.7423,43.5,14,12-05-24,"Monitor Closely",502.270445833468
"11200068",7231.28683657913,6859.3993,43,10,12-06-24,"Monitor Closely",723.128683657913
"11200070",3824.18747562753,3506.719045,10.1666666666667,6,12-12-24,"Monitor Closely",382.418747562753
"11200071",1149.46176331309,589.250144,45.5,2,7-02-24,"Monitor Closely",114.946176331309
"11200077",2069.87613681216,1403.96545,0,7,9-05-24,"Keep as-it is",0
"11200078",877.74443286743,1667.497425,10.3333333333333,6,10-03-24,"Keep as-it is",0
"11200079",914.659861681423,1057.838775,0,4,6-06-24,"Keep as-it is",0
"11200080",1373.79397109279,1678.406175,15.1666666666667,6,11-06-24,"Keep as-it is",0
"11200152",2463.22218737613,4256.818356,39,7,11-12-24,"Monitor Closely",246.322218737613
"11200153",5438.56973161613,6081.288333,256.2,15,6-03-24,"Consider Replacement",1359.64243290403
"11200155",5876.95560420655,3438.094371,9.4375,16,12-04-24,"Monitor Closely",587.695560420655
"11200156",4736.77108408726,3389.91101,45.8,10,11-01-24,"Monitor Closely",473.677108408726
"11200168",3279.7011300423,3705.540347,0,9,11-05-24,"Monitor Closely",327.97011300423
"11200169",3952.23526536006,4977.537055,65.75,16,12-04-24,"Monitor Closely",395.223526536006
"11200170",2386.89826608767,1630.327648,4.42857142857143,7,10-11-24,"Keep as-it is",0
"11200171",2424.59780798551,1731.639047,2.58333333333333,12,12-04-24,"Keep as-it is",0
"11200172",6090.62066935588,4302.5154,65,16,12-10-24,"Consider Replacement",1522.65516733897
"11200173",2467.32922475021,2777.719933,42.4615384615385,13,11-08-24,"Monitor Closely",246.732922475021
"11200179",2962.03426875422,3087.767,61,6,8-01-24,"Monitor Closely",296.203426875422
"11200180",2784.55956513352,2830.46495,91.4444444444444,9,12-10-24,"Monitor Closely",278.455956513352
"11200181",821.764075921102,903.237358,0,3,12-11-24,"Keep as-it is",0
"11200183",4070.0442421031,6434.240967,137.1,10,11-06-24,"Monitor Closely",407.00442421031
"11200184",6669.65640125434,4154.127045,71.9090909090909,11,12-02-24,"Consider Replacement",1667.41410031359
"11200190",944.375881440538,814.961339,0,3,5-01-24,"Keep as-it is",0
"11200266",2170.38799797545,2452.316868,61,6,12-10-24,"Monitor Closely",217.038799797545
"11200268",4355.13915635639,4284.1978,124.692307692308,13,10-04-24,"Monitor Closely",435.513915635639
"11200290",3154.03260933808,2921.32826,97.4444444444444,9,11-01-24,"Monitor Closely",315.403260933808
"11200295",2752.38156845931,1570.22861,11.6,15,12-09-24,"Keep as-it is",0
"11200296",4355.70224669945,2256.144444,17,9,10-09-24,"Monitor Closely",435.570224669945
"11200298",11981.8152164887,8149.676668,25.3055555555556,36,12-09-24,"Monitor Closely",1198.18152164887
"11200299",3713.57398304987,4482.68425,139.166666666667,12,10-08-24,"Monitor Closely",371.357398304987
"11200300",3647.59141454036,2238.234410995,22.0909090909091,11,12-02-24,"Monitor Closely",364.759141454036
"11201210",3857.58861140096,2287.70995,34,9,10-07-24,"Monitor Closely",385.758861140096
"11201211",5173.55001602193,5995.38405,14.2307692307692,13,12-05-24,"Monitor Closely",517.355001602193
"11201212",5068.74884488362,4254.629275,18.2,10,12-09-24,"Monitor Closely",506.874884488362
"11201221",1012.93019735735,690.260475,0,2,12-02-24,"Keep as-it is",0
"11201222",3150.8936412296,699.94705,0,7,12-09-24,"Monitor Closely",315.08936412296
"11201223",4053.11019313908,3377.6542,0,10,9-12-24,"Monitor Closely",405.311019313908
"11201224",5490.13681238164,7628.6402,158.928571428571,14,11-06-24,"Consider Replacement",1372.53420309541
"11201225",3173.95091894354,3560.97375,52,7,11-05-24,"Monitor Closely",317.395091894354
"11201226",5237.0041291056,3119.741725,7.66666666666667,12,10-09-24,"Monitor Closely",523.70041291056
"11201227",2946.14438463442,2854.67745,26.2857142857143,7,11-04-24,"Monitor Closely",294.614438463442
"11201228",5950.01499072538,6135.8163,74.7692307692308,13,6-04-24,"Consider Replacement",1487.50374768135
"11201426",1171.46596626633,4625.69598479,214,2,9-04-24,"Monitor Closely",117.146596626633
"11300009",512.03340510217,241.015,15.5,2,7-01-24,"Keep as-it is",0
"11300010",1838.37423434071,2152.451383,0,5,12-09-24,"Keep as-it is",0
"11300011",8902.19748219507,8154.16715,89.5,16,11-01-24,"Consider Replacement",2225.54937054877
"11300012",3100.38966166246,1712.545303,26,7,7-11-24,"Monitor Closely",310.038966166246
"11300014",7632.72173113225,9228.757587,49.0769230769231,13,12-09-24,"Consider Replacement",1908.18043278306
"11300015",1177.03828561544,416.76,18.6,5,8-01-24,"Keep as-it is",0
"11300016",4561.88704155559,10921.392507,15.5,6,11-08-24,"Monitor Closely",456.188704155559
"11300017",8425.28465072588,2978.97369,12.3,20,12-05-24,"Monitor Closely",842.528465072588
"11300018",11617.6278515272,13689.20526,41.875,8,11-08-24,"Monitor Closely",1161.76278515272
"11300020",4639.20340573165,3791.280763,2.30769230769231,13,12-05-24,"Monitor Closely",463.920340573165
"11300021",8627.40784612078,26091.89304,43.7142857142857,14,12-04-24,"Monitor Closely",862.740784612078
"11300056",828.527610430953,1791.462981,25.5,6,12-08-24,"Monitor Closely",82.8527610430953
"11300057",6249.58315904163,2829.871844,30.4,20,12-11-24,"Monitor Closely",624.958315904163
"11300059",2399.96306725858,3623.953949,70,10,9-11-24,"Monitor Closely",239.996306725858
"11300061",2827.39890512492,1631.029382,78.4285714285714,7,9-09-24,"Monitor Closely",282.739890512492
"11300062",3115.79836208379,4281.9840510975,151,5,5-10-24,"Monitor Closely",311.579836208379
"11300083",6303.83144028729,6976.5637,1.19230769230769,26,12-12-24,"Monitor Closely",630.383144028729
"11300084",5484.26090472981,7506.645925,42.5217391304348,23,10-07-24,"Monitor Closely",548.426090472981
"11300086",3855.13427632919,2688.460875,0,17,12-10-24,"Monitor Closely",385.513427632919
"11300089",8975.01142264603,7144.479725355,110.625,16,12-10-24,"Consider Replacement",2243.75285566151
"11300096",4030.5296250731,2107.9645920325,130.857142857143,7,12-05-24,"Monitor Closely",403.052962507311
"11300098",4324.09748584263,3187.4743608825,70.5263157894737,19,12-06-24,"Monitor Closely",432.409748584263
"11300105",3757.39258782523,4588.47936486,26.625,8,12-02-24,"Monitor Closely",375.739258782524
"11300107",1064.81575948166,843.705557,10.1666666666667,6,12-06-24,"Keep as-it is",0
"11300108",2701.37103005989,2359.491855,46.9090909090909,11,11-11-24,"Monitor Closely",270.137103005989
"11300109",1523.91279528356,1790.880099,40.6666666666667,6,8-05-24,"Monitor Closely",152.391279528356
"11300110",8682.48479025327,7098.93973,34.125,32,12-09-24,"Monitor Closely",868.248479025327
"11300111",2874.35582098209,4153.266,33.6,10,12-12-24,"Monitor Closely",287.435582098209
"11300112",8677.94481463918,10321.175662,71,19,12-06-24,"Consider Replacement",2169.48620365979
"11300113",3166.69398507006,1938.347106,10.3333333333333,9,7-11-24,"Monitor Closely",316.669398507006
"11300114",3144.29847089786,1619.131342,10.2222222222222,9,12-09-24,"Monitor Closely",314.429847089786
"11300115",6901.3706610996,5864.440125,30.375,16,12-11-24,"Monitor Closely",690.13706610996
"11300116",854.248965140795,1716.3715,10.1111111111111,9,12-11-24,"Keep as-it is",0
"11300117",3440.84851346204,4909.129545,20.1666666666667,12,12-05-24,"Monitor Closely",344.084851346204
"11300118",3880.22014438473,3543.36515,44.1111111111111,9,12-02-24,"Monitor Closely",388.022014438473
"11300119",2984.1159796043,2348.6541,20.3333333333333,6,10-09-24,"Monitor Closely",298.41159796043
"11300120",2017.33494134737,2195.300975,11.375,8,8-02-24,"Keep as-it is",0
"11300121",3323.4787118144,3464.791844,12.4,10,12-02-24,"Monitor Closely",332.34787118144
"11300122",5026.35230425202,5494.43555,6.2,5,7-12-24,"Monitor Closely",502.635230425202
"11300124",4057.6570459303,3383.294208,0,12,12-11-24,"Monitor Closely",405.76570459303
"11300125",4822.82101964798,3969.0922,12.2,10,10-09-24,"Monitor Closely",482.282101964798
"11300126",6954.77255625101,5391.66565,23.5769230769231,26,9-09-24,"Monitor Closely",695.477255625101
"11300128",5814.47079057135,6014.278533,50.8333333333333,12,11-12-24,"Consider Replacement",1453.61769764284
"11300129",4456.68044589235,4804.843367,86,11,12-02-24,"Monitor Closely",445.668044589235
"11300130",515.694755446827,566.120499,92,2,9-05-24,"Monitor Closely",51.5694755446827
"11300131",2320.16025306229,1749.316924,49.8181818181818,11,8-06-24,"Monitor Closely",232.016025306229
"11300132",260.235059190284,124.808333,0,1,7-03-24,"Keep as-it is",0
"11300133",318.98161002042,175.95,92,1,2-07-24,"Monitor Closely",31.898161002042
"11300134",2443.75618393134,2828.847701,30.375,8,12-11-24,"Monitor Closely",244.375618393134
"11300135",3882.30891821555,4132.870134,17.9,10,12-02-24,"Monitor Closely",388.230891821555
"11300136",693.576711108926,343.566311,68.5,4,7-02-24,"Monitor Closely",69.3576711108926
"11300137",7250.88430015833,6526.536182,20.4166666666667,12,8-01-24,"Monitor Closely",725.088430015833
"11300138",4044.32642811375,7000.391693,27,9,12-11-24,"Monitor Closely",404.432642811375
"11300139",2557.1319653542,2483.612548,14.9,10,12-09-24,"Keep as-it is",0
"11300145",264.930495079673,113.777778,0,1,5-01-24,"Keep as-it is",0
"11300146",1263.11044380562,2095.628233,20.3333333333333,6,4-04-24,"Monitor Closely",126.311044380562
"11300147",905.283092594468,885.793599,10.3333333333333,3,6-12-24,"Keep as-it is",0
"11300148",722.933115326771,208.59,24,5,6-12-24,"Monitor Closely",72.2933115326772
